Device_type;Timestamp;Heart rate;Activity type;Sleep stage;Caffeine
Apple Watch;20250604114850+0200;98;2;Awake;
Apple Watch;20250604114854+0200;103;2;Awake;
Apple Watch;20250604114900+0200;100;2;Awake;
Apple Watch;20250604114904+0200;103;2;Awake;
Apple Watch;20250604114912+0200;102;2;Awake;
Apple Watch;20250604114918+0200;107;2;Awake;
Apple Watch;20250604114922+0200;109;2;Awake;
Apple Watch;20250604114924+0200;110;2;Awake;
Apple Watch;20250604114929+0200;104;2;Awake;
Apple Watch;20250604114938+0200;109;2;Awake;
Apple Watch;20250604114941+0200;108;2;Awake;
Apple Watch;20250604114947+0200;110;2;Awake;
Apple Watch;20250604114949+0200;110;2;Awake;
Apple Watch;20250604114954+0200;116;2;Awake;
Apple Watch;20250604114959+0200;114;2;Awake;
Apple Watch;20250604115004+0200;109;2;Awake;
Apple Watch;20250604115013+0200;101;2;Awake;
Apple Watch;20250604115017+0200;102;2;Awake;
Apple Watch;20250604115023+0200;110;2;Awake;
Apple Watch;20250604115024+0200;110;2;Awake;
Apple Watch;20250604115033+0200;108;2;Awake;
Apple Watch;20250604115038+0200;109;2;Awake;
Apple Watch;20250604115039+0200;109;2;Awake;
Apple Watch;20250604115046+0200;112;2;Awake;
Apple Watch;20250604115053+0200;115;2;Awake;
Apple Watch;20250604115056+0200;120;2;Awake;
Apple Watch;20250604115103+0200;114;2;Awake;
Apple Watch;20250604115107+0200;114;2;Awake;
Apple Watch;20250604115113+0200;120;2;Awake;
Apple Watch;20250604115118+0200;121;2;Awake;
Apple Watch;20250604115121+0200;120;2;Awake;
Apple Watch;20250604115127+0200;125;2;Awake;
Apple Watch;20250604115130+0200;126;2;Awake;
Apple Watch;20250604115134+0200;124;2;Awake;
Apple Watch;20250604115143+0200;114;2;Awake;
Apple Watch;20250604115146+0200;110;2;Awake;
Apple Watch;20250604115149+0200;112;2;Awake;
Apple Watch;20250604115158+0200;115;2;Awake;
Apple Watch;20250604115203+0200;113;2;Awake;
Apple Watch;20250604115204+0200;113;2;Awake;
Apple Watch;20250604115213+0200;110;2;Awake;
Apple Watch;20250604115218+0200;113;2;Awake;
Apple Watch;20250604115222+0200;112;2;Awake;
Apple Watch;20250604115224+0200;112;2;Awake;
Apple Watch;20250604115231+0200;108;2;Awake;
Apple Watch;20250604115238+0200;106;2;Awake;
Apple Watch;20250604115239+0200;105;2;Awake;
Apple Watch;20250604115246+0200;106;2;Awake;
Apple Watch;20250604115249+0200;107;2;Awake;
Apple Watch;20250604115257+0200;103;2;Awake;
Apple Watch;20250604115300+0200;101;2;Awake;
Apple Watch;20250604115307+0200;100;2;Awake;
Apple Watch;20250604115309+0200;101;2;Awake;
Apple Watch;20250604115316+0200;105;2;Awake;
Apple Watch;20250604115319+0200;104;2;Awake;
Apple Watch;20250604115328+0200;94;2;Awake;
Apple Watch;20250604115333+0200;88;2;Awake;
Apple Watch;20250604115334+0200;88;2;Awake;
Apple Watch;20250604115339+0200;93;2;Awake;
Apple Watch;20250604115348+0200;100;2;Awake;
Apple Watch;20250604115350+0200;100;2;Awake;
Apple Watch;20250604115358+0200;102;2;Awake;
Apple Watch;20250604115403+0200;99;2;Awake;
Apple Watch;20250604115408+0200;104;2;Awake;
Apple Watch;20250604115409+0200;104;2;Awake;
Apple Watch;20250604115415+0200;105;2;Awake;
Apple Watch;20250604115419+0200;100;2;Awake;
Apple Watch;20250604115425+0200;104;2;Awake;
Apple Watch;20250604115432+0200;110;2;Awake;
Apple Watch;20250604115434+0200;111;2;Awake;
Apple Watch;20250604115443+0200;118;2;Awake;
Apple Watch;20250604115446+0200;121;2;Awake;
Apple Watch;20250604115453+0200;131;2;Awake;
Apple Watch;20250604115458+0200;131;2;Awake;
Apple Watch;20250604115501+0200;131;2;Awake;
Apple Watch;20250604115508+0200;133;2;Awake;
Apple Watch;20250604115512+0200;131;2;Awake;
Apple Watch;20250604115515+0200;132;2;Awake;
Apple Watch;20250604115521+0200;133;2;Awake;
Apple Watch;20250604115527+0200;134;2;Awake;
Apple Watch;20250604115532+0200;135;2;Awake;
Apple Watch;20250604115534+0200;135;2;Awake;
Apple Watch;20250604115541+0200;137;2;Awake;
Apple Watch;20250604115544+0200;138;2;Awake;
Apple Watch;20250604115553+0200;139;2;Awake;
Apple Watch;20250604115557+0200;139;2;Awake;
Apple Watch;20250604115559+0200;139;2;Awake;
Apple Watch;20250604115605+0200;141;2;Awake;
Apple Watch;20250604115613+0200;142;2;Awake;
Apple Watch;20250604115614+0200;142;2;Awake;
Apple Watch;20250604115619+0200;143;2;Awake;
Apple Watch;20250604115627+0200;143;2;Awake;
Apple Watch;20250604115633+0200;144;2;Awake;
Apple Watch;20250604115635+0200;144;2;Awake;
Apple Watch;20250604115643+0200;143;2;Awake;
Apple Watch;20250604115647+0200;143;2;Awake;
Apple Watch;20250604115649+0200;143;2;Awake;
Apple Watch;20250604115654+0200;143;2;Awake;
Apple Watch;20250604115703+0200;141;2;Awake;
Apple Watch;20250604115707+0200;139;2;Awake;
Apple Watch;20250604115713+0200;141;2;Awake;
Apple Watch;20250604115714+0200;140;2;Awake;
Apple Watch;20250604115722+0200;137;2;Awake;
Apple Watch;20250604115725+0200;137;2;Awake;
Apple Watch;20250604115730+0200;138;2;Awake;
Apple Watch;20250604115738+0200;139;2;Awake;
Apple Watch;20250604115743+0200;140;2;Awake;
Apple Watch;20250604115744+0200;140;2;Awake;
Apple Watch;20250604115752+0200;139;2;Awake;
Apple Watch;20250604115754+0200;139;2;Awake;
Apple Watch;20250604115802+0200;139;2;Awake;
Apple Watch;20250604115808+0200;141;2;Awake;
Apple Watch;20250604115812+0200;141;2;Awake;
Apple Watch;20250604115817+0200;140;2;Awake;
Apple Watch;20250604115823+0200;141;2;Awake;
Apple Watch;20250604115828+0200;142;2;Awake;
Apple Watch;20250604115829+0200;142;2;Awake;
Apple Watch;20250604115835+0200;144;2;Awake;
Apple Watch;20250604115840+0200;145;2;Awake;
Apple Watch;20250604115844+0200;144;2;Awake;
Apple Watch;20250604115849+0200;145;2;Awake;
Apple Watch;20250604115856+0200;150;2;Awake;
Apple Watch;20250604115902+0200;145;2;Awake;
Apple Watch;20250604115907+0200;146;2;Awake;
Apple Watch;20250604115911+0200;146;2;Awake;
Apple Watch;20250604115918+0200;144;2;Awake;
Apple Watch;20250604115919+0200;144;2;Awake;
Apple Watch;20250604115924+0200;146;2;Awake;
Apple Watch;20250604115933+0200;146;2;Awake;
Apple Watch;20250604115935+0200;146;2;Awake;
Apple Watch;20250604115943+0200;146;2;Awake;
Apple Watch;20250604115947+0200;145;2;Awake;
Apple Watch;20250604115953+0200;148;2;Awake;
Apple Watch;20250604115956+0200;149;2;Awake;
Apple Watch;20250604120003+0200;152;2;Awake;
Apple Watch;20250604120007+0200;152;2;Awake;
Apple Watch;20250604120012+0200;152;2;Awake;
Apple Watch;20250604120014+0200;153;2;Awake;
Apple Watch;20250604120023+0200;156;2;Awake;
Apple Watch;20250604120024+0200;156;2;Awake;
Apple Watch;20250604120029+0200;157;2;Awake;
Apple Watch;20250604120038+0200;156;2;Awake;
Apple Watch;20250604120040+0200;155;2;Awake;
Apple Watch;20250604120048+0200;151;2;Awake;
Apple Watch;20250604120050+0200;151;2;Awake;
Apple Watch;20250604120054+0200;152;2;Awake;
Apple Watch;20250604120102+0200;158;2;Awake;
Apple Watch;20250604120105+0200;159;2;Awake;
Apple Watch;20250604120113+0200;159;2;Awake;
Apple Watch;20250604120115+0200;158;2;Awake;
Apple Watch;20250604120123+0200;157;2;Awake;
Apple Watch;20250604120127+0200;156;2;Awake;
Apple Watch;20250604120132+0200;156;2;Awake;
Apple Watch;20250604120138+0200;156;2;Awake;
Apple Watch;20250604120143+0200;156;2;Awake;
Apple Watch;20250604120148+0200;157;2;Awake;
Apple Watch;20250604120151+0200;157;2;Awake;
Apple Watch;20250604120158+0200;156;2;Awake;
Apple Watch;20250604120202+0200;155;2;Awake;
Apple Watch;20250604120207+0200;155;2;Awake;
Apple Watch;20250604120213+0200;155;2;Awake;
Apple Watch;20250604120218+0200;154;2;Awake;
Apple Watch;20250604120219+0200;154;2;Awake;
Apple Watch;20250604120225+0200;155;2;Awake;
Apple Watch;20250604120232+0200;153;2;Awake;
Apple Watch;20250604120234+0200;154;2;Awake;
Apple Watch;20250604120242+0200;151;2;Awake;
Apple Watch;20250604120248+0200;153;2;Awake;
Apple Watch;20250604120249+0200;153;2;Awake;
Apple Watch;20250604120256+0200;154;2;Awake;
Apple Watch;20250604120303+0200;154;2;Awake;
Apple Watch;20250604120305+0200;154;2;Awake;
Apple Watch;20250604120310+0200;157;2;Awake;
Apple Watch;20250604120317+0200;154;2;Awake;
Apple Watch;20250604120319+0200;154;2;Awake;
Apple Watch;20250604120326+0200;152;2;Awake;
Apple Watch;20250604120331+0200;150;2;Awake;
Apple Watch;20250604120335+0200;149;2;Awake;
Apple Watch;20250604120342+0200;148;2;Awake;
Apple Watch;20250604120344+0200;148;2;Awake;
Apple Watch;20250604120349+0200;151;2;Awake;
Apple Watch;20250604120358+0200;154;2;Awake;
Apple Watch;20250604120403+0200;152;2;Awake;
Apple Watch;20250604120404+0200;152;2;Awake;
Apple Watch;20250604120411+0200;145;2;Awake;
Apple Watch;20250604120415+0200;142;2;Awake;
Apple Watch;20250604120420+0200;142;2;Awake;
Apple Watch;20250604120426+0200;137;2;Awake;
Apple Watch;20250604120429+0200;134;2;Awake;
Apple Watch;20250604120437+0200;132;2;Awake;
Apple Watch;20250604120443+0200;128;2;Awake;
Apple Watch;20250604120446+0200;128;2;Awake;
Apple Watch;20250604120453+0200;125;2;Awake;
Apple Watch;20250604120458+0200;121;2;Awake;
Apple Watch;20250604120503+0200;120;2;Awake;
Apple Watch;20250604120508+0200;121;2;Awake;
Apple Watch;20250604120509+0200;120;2;Awake;
Apple Watch;20250604120515+0200;120;2;Awake;
Apple Watch;20250604120522+0200;115;2;Awake;
Apple Watch;20250604120527+0200;112;2;Awake;
Apple Watch;20250604120532+0200;111;2;Awake;
Apple Watch;20250604120538+0200;109;2;Awake;
Apple Watch;20250604120539+0200;109;2;Awake;
Apple Watch;20250604120544+0200;110;2;Awake;
Apple Watch;20250604120550+0200;115;2;Awake;
Apple Watch;20250604120555+0200;107;2;Awake;
Apple Watch;20250604120603+0200;108;2;Awake;
Apple Watch;20250604120604+0200;106;2;Awake;
Apple Watch;20250604120618+0200;86;2;Awake;
Apple Watch;20250604120620+0200;87;2;Awake;
Apple Watch;20250604120625+0200;102;2;Awake;
Apple Watch;20250604120632+0200;115;2;Awake;
Apple Watch;20250604120634+0200;113;2;Awake;
Apple Watch;20250604120643+0200;109;2;Awake;
Apple Watch;20250604120644+0200;110;2;Awake;
Apple Watch;20250604120653+0200;96;2;Awake;
Apple Watch;20250604120658+0200;94;2;Awake;
Apple Watch;20250604120659+0200;95;2;Awake;
Apple Watch;20250604120708+0200;92;2;Awake;
Apple Watch;20250604120713+0200;93;2;Awake;
Apple Watch;20250604120718+0200;94;2;Awake;
Apple Watch;20250604120720+0200;92;2;Awake;
Apple Watch;20250604120724+0200;90;2;Awake;
Apple Watch;20250604120733+0200;91;2;Awake;
Apple Watch;20250604120737+0200;93;2;Awake;
Apple Watch;20250604120743+0200;87;2;Awake;
Apple Watch;20250604120744+0200;87;2;Awake;
Apple Watch;20250604120749+0200;93;2;Awake;
Apple Watch;20250604120757+0200;95;2;Awake;
Apple Watch;20250604120759+0200;95;2;Awake;
Apple Watch;20250604120806+0200;96;2;Awake;
Apple Watch;20250604120809+0200;96;2;Awake;
Apple Watch;20250604120816+0200;97;2;Awake;
Apple Watch;20250604120820+0200;97;2;Awake;
Apple Watch;20250604120824+0200;97;2;Awake;
Apple Watch;20250604120833+0200;100;2;Awake;
Apple Watch;20250604120838+0200;100;2;Awake;
Apple Watch;20250604120840+0200;103;2;Awake;
Apple Watch;20250604120844+0200;105;2;Awake;
Apple Watch;20250604120849+0200;101;2;Awake;
Apple Watch;20250604120854+0200;104;2;Awake;
Apple Watch;20250604120859+0200;113;2;Awake;
Apple Watch;20250604120908+0200;111;2;Awake;
Apple Watch;20250604120909+0200;109;2;Awake;
Apple Watch;20250604120918+0200;101;2;Awake;
Apple Watch;20250604120923+0200;104;2;Awake;
Apple Watch;20250604120925+0200;103;2;Awake;
Apple Watch;20250604120931+0200;98;2;Awake;
Apple Watch;20250604120935+0200;98;2;Awake;
Apple Watch;20250604120943+0200;94;2;Awake;
Apple Watch;20250604120944+0200;94;2;Awake;
Apple Watch;20250604120953+0200;94;2;Awake;
Apple Watch;20250604121000+0200;100;2;Awake;
Apple Watch;20250604121004+0200;105;2;Awake;
Apple Watch;20250604121009+0200;106;2;Awake;
Apple Watch;20250604121013+0200;106;2;Awake;
Apple Watch;20250604121017+0200;104;2;Awake;
Apple Watch;20250604121022+0200;103;2;Awake;
Apple Watch;20250604121028+0200;99;2;Awake;
Apple Watch;20250604121034+0200;103;2;Awake;
Apple Watch;20250604121040+0200;101;2;Awake;
Apple Watch;20250604121041+0200;102;2;Awake;
Apple Watch;20250604121049+0200;101;2;Awake;
Apple Watch;20250604121052+0200;101;2;Awake;
Apple Watch;20250604121057+0200;103;2;Awake;
Apple Watch;20250604121105+0200;98;2;Awake;
Apple Watch;20250604121109+0200;99;2;Awake;
Apple Watch;20250604121114+0200;96;2;Awake;
Apple Watch;20250604121118+0200;97;2;Awake;
Apple Watch;20250604121122+0200;99;2;Awake;
Apple Watch;20250604121130+0200;102;2;Awake;
Apple Watch;20250604121134+0200;105;2;Awake;
Apple Watch;20250604121139+0200;106;2;Awake;
Apple Watch;20250604121141+0200;104;2;Awake;
Apple Watch;20250604121146+0200;102;2;Awake;
Apple Watch;20250604121155+0200;113;2;Awake;
Apple Watch;20250604121156+0200;112;2;Awake;
Apple Watch;20250604121204+0200;107;2;Awake;
Apple Watch;20250604121206+0200;109;2;Awake;
Apple Watch;20250604121211+0200;106;2;Awake;
Apple Watch;20250604121220+0200;101;2;Awake;
Apple Watch;20250604121225+0200;101;2;Awake;
Apple Watch;20250604121230+0200;100;2;Awake;
Apple Watch;20250604121235+0200;97;2;Awake;
Apple Watch;20250604121237+0200;97;2;Awake;
Apple Watch;20250604121244+0200;90;2;Awake;
Apple Watch;20250604121250+0200;99;2;Awake;
Apple Watch;20250604121254+0200;101;2;Awake;
Apple Watch;20250604121340+0200;109;0;Awake;
Apple Watch;20250604121345+0200;108;0;Awake;
Apple Watch;20250604121347+0200;108;0;Awake;
Apple Watch;20250604121355+0200;107;0;Awake;
Apple Watch;20250604121356+0200;107;0;Awake;
Apple Watch;20250604121404+0200;106;0;Awake;
Apple Watch;20250604121408+0200;106;0;Awake;
Apple Watch;20250604121414+0200;107;0;Awake;
Apple Watch;20250604121417+0200;105;0;Awake;
Apple Watch;20250604121422+0200;103;0;Awake;
Apple Watch;20250604121426+0200;103;0;Awake;
Apple Watch;20250604121435+0200;103;0;Awake;
Apple Watch;20250604121439+0200;106;0;Awake;
Apple Watch;20250604121445+0200;108;0;Awake;
Apple Watch;20250604121446+0200;108;0;Awake;
Apple Watch;20250604121455+0200;106;0;Awake;
Apple Watch;20250604121500+0200;108;0;Awake;
Apple Watch;20250604121503+0200;107;0;Awake;
Apple Watch;20250604121508+0200;105;0;Awake;
Apple Watch;20250604121514+0200;103;0;Awake;
Apple Watch;20250604121519+0200;107;0;Awake;
Apple Watch;20250604121521+0200;107;0;Awake;
Apple Watch;20250604121530+0200;104;0;Awake;
Apple Watch;20250604121531+0200;105;0;Awake;
Apple Watch;20250604121540+0200;105;0;Awake;
Apple Watch;20250604121544+0200;106;0;Awake;
Apple Watch;20250604121546+0200;106;0;Awake;
Apple Watch;20250604121552+0200;107;0;Awake;
Apple Watch;20250604121559+0200;111;0;Awake;
Apple Watch;20250604121604+0200;110;0;Awake;
Apple Watch;20250604121610+0200;106;0;Awake;
Apple Watch;20250604121615+0200;104;0;Awake;
Apple Watch;20250604121619+0200;102;0;Awake;
Apple Watch;20250604121621+0200;102;0;Awake;
Apple Watch;20250604121626+0200;104;0;Awake;
Apple Watch;20250604121635+0200;107;0;Awake;
Apple Watch;20250604121640+0200;104;0;Awake;
Apple Watch;20250604121641+0200;104;0;Awake;
Apple Watch;20250604121646+0200;106;0;Awake;
Apple Watch;20250604121655+0200;106;0;Awake;
Apple Watch;20250604121656+0200;107;0;Awake;
Apple Watch;20250604121705+0200;95;0;Awake;
Apple Watch;20250604121706+0200;96;0;Awake;
Apple Watch;20250604121715+0200;91;0;Awake;
Apple Watch;20250604121719+0200;90;0;Awake;
Apple Watch;20250604121721+0200;90;0;Awake;
Apple Watch;20250604121730+0200;97;0;Awake;
Apple Watch;20250604121733+0200;97;0;Awake;
Apple Watch;20250604121736+0200;97;0;Awake;
Apple Watch;20250604121806+0200;107;0;Awake;
Apple Watch;20250604121811+0200;110;0;Awake;
Apple Watch;20250604121815+0200;111;0;Awake;
Apple Watch;20250604121818+0200;112;0;Awake;
Apple Watch;20250604121825+0200;110;0;Awake;
Apple Watch;20250604121830+0200;109;0;Awake;
Apple Watch;20250604121832+0200;108;0;Awake;
Apple Watch;20250604121840+0200;104;0;Awake;
Apple Watch;20250604121842+0200;104;0;Awake;
Apple Watch;20250604121847+0200;103;0;Awake;
Apple Watch;20250604121856+0200;115;0;Awake;
Apple Watch;20250604121900+0200;114;0;Awake;
Apple Watch;20250604121906+0200;119;0;Awake;
Apple Watch;20250604121910+0200;121;0;Awake;
Apple Watch;20250604121912+0200;121;0;Awake;
Apple Watch;20250604121920+0200;128;0;Awake;
Apple Watch;20250604121925+0200;129;0;Awake;
Apple Watch;20250604121931+0200;126;0;Awake;
Apple Watch;20250604121934+0200;126;0;Awake;
Apple Watch;20250604121939+0200;126;0;Awake;
Apple Watch;20250604121945+0200;125;0;Awake;
Apple Watch;20250604121949+0200;125;0;Awake;
Apple Watch;20250604121955+0200;126;0;Awake;
Apple Watch;20250604122000+0200;123;0;Awake;
Apple Watch;20250604122005+0200;122;0;Awake;
Apple Watch;20250604122007+0200;122;0;Awake;
Apple Watch;20250604122014+0200;124;0;Awake;
Apple Watch;20250604122020+0200;121;0;Awake;
Apple Watch;20250604122023+0200;121;0;Awake;
Apple Watch;20250604122028+0200;121;0;Awake;
Apple Watch;20250604122033+0200;125;0;Awake;
Apple Watch;20250604122040+0200;121;0;Awake;
Apple Watch;20250604122045+0200;121;0;Awake;
Apple Watch;20250604122051+0200;117;0;Awake;
Apple Watch;20250604122056+0200;117;0;Awake;
Apple Watch;20250604122059+0200;118;0;Awake;
Apple Watch;20250604122102+0200;117;0;Awake;
Apple Watch;20250604122111+0200;120;0;Awake;
Apple Watch;20250604122116+0200;119;0;Awake;
Apple Watch;20250604122121+0200;118;0;Awake;
Apple Watch;20250604122123+0200;119;0;Awake;
Apple Watch;20250604122127+0200;120;0;Awake;
Apple Watch;20250604122136+0200;111;0;Awake;
Apple Watch;20250604122141+0200;109;0;Awake;
Apple Watch;20250604122146+0200;109;0;Awake;
Apple Watch;20250604122151+0200;110;0;Awake;
Apple Watch;20250604122152+0200;111;0;Awake;
Apple Watch;20250604122200+0200;105;0;Awake;
Apple Watch;20250604122206+0200;104;0;Awake;
Apple Watch;20250604122211+0200;104;0;Awake;
Apple Watch;20250604122214+0200;102;0;Awake;
Apple Watch;20250604122221+0200;106;0;Awake;
Apple Watch;20250604122223+0200;105;0;Awake;
Apple Watch;20250604122231+0200;112;0;Awake;
Apple Watch;20250604122233+0200;112;0;Awake;
Apple Watch;20250604122240+0200;116;0;Awake;
Apple Watch;20250604122246+0200;117;0;Awake;
Apple Watch;20250604122247+0200;118;0;Awake;
Apple Watch;20250604122256+0200;120;0;Awake;
Apple Watch;20250604122257+0200;120;0;Awake;
Apple Watch;20250604122306+0200;124;0;Awake;
Apple Watch;20250604122308+0200;124;0;Awake;
Apple Watch;20250604122316+0200;120;0;Awake;
Apple Watch;20250604122319+0200;122;0;Awake;
Apple Watch;20250604122324+0200;123;0;Awake;
Apple Watch;20250604122330+0200;120;0;Awake;
Apple Watch;20250604122332+0200;121;0;Awake;
Apple Watch;20250604122341+0200;128;0;Awake;
Apple Watch;20250604122345+0200;127;0;Awake;
Apple Watch;20250604122349+0200;126;0;Awake;
Apple Watch;20250604122353+0200;123;0;Awake;
Apple Watch;20250604122401+0200;119;0;Awake;
Apple Watch;20250604122402+0200;119;0;Awake;
Apple Watch;20250604122411+0200;121;0;Awake;
Apple Watch;20250604122415+0200;120;0;Awake;
Apple Watch;20250604122421+0200;119;0;Awake;
Apple Watch;20250604122426+0200;119;0;Awake;
Apple Watch;20250604122427+0200;120;0;Awake;
Apple Watch;20250604122432+0200;120;0;Awake;
Apple Watch;20250604122441+0200;120;0;Awake;
Apple Watch;20250604122442+0200;120;0;Awake;
Apple Watch;20250604122451+0200;117;0;Awake;
Apple Watch;20250604122455+0200;115;0;Awake;
Apple Watch;20250604122459+0200;115;0;Awake;
Apple Watch;20250604122506+0200;114;0;Awake;
Apple Watch;20250604122508+0200;114;0;Awake;
Apple Watch;20250604122512+0200;113;0;Awake;
Apple Watch;20250604122517+0200;109;0;Awake;
Apple Watch;20250604122526+0200;110;0;Awake;
Apple Watch;20250604122531+0200;111;0;Awake;
Apple Watch;20250604122536+0200;111;0;Awake;
Apple Watch;20250604122537+0200;111;0;Awake;
Apple Watch;20250604122543+0200;111;0;Awake;
Apple Watch;20250604122548+0200;115;0;Awake;
Apple Watch;20250604122552+0200;112;0;Awake;
Apple Watch;20250604122557+0200;112;0;Awake;
Apple Watch;20250604122606+0200;112;0;Awake;
Apple Watch;20250604122608+0200;115;0;Awake;
Apple Watch;20250604122612+0200;117;0;Awake;
Apple Watch;20250604122621+0200;112;0;Awake;
Apple Watch;20250604122625+0200;109;0;Awake;
Apple Watch;20250604122627+0200;109;0;Awake;
Apple Watch;20250604122636+0200;102;0;Awake;
Apple Watch;20250604122641+0200;108;0;Awake;
Apple Watch;20250604122645+0200;114;0;Awake;
Apple Watch;20250604122651+0200;121;0;Awake;
Apple Watch;20250604122656+0200;124;0;Awake;
Apple Watch;20250604122659+0200;123;0;Awake;
Apple Watch;20250604122702+0200;122;0;Awake;
Apple Watch;20250604122708+0200;125;0;Awake;
Apple Watch;20250604122715+0200;118;0;Awake;
Apple Watch;20250604122719+0200;117;0;Awake;
Apple Watch;20250604122723+0200;113;0;Awake;
Apple Watch;20250604122731+0200;111;0;Awake;
Apple Watch;20250604122733+0200;111;0;Awake;
Apple Watch;20250604122741+0200;110;0;Awake;
Apple Watch;20250604122742+0200;111;0;Awake;
Apple Watch;20250604122747+0200;111;0;Awake;
Apple Watch;20250604122754+0200;98;0;Awake;
Apple Watch;20250604122757+0200;98;0;Awake;
Apple Watch;20250604122805+0200;101;0;Awake;
Apple Watch;20250604122811+0200;110;0;Awake;
Apple Watch;20250604122813+0200;108;0;Awake;
Apple Watch;20250604122817+0200;106;0;Awake;
Apple Watch;20250604122825+0200;105;0;Awake;
Apple Watch;20250604122827+0200;103;0;Awake;
Apple Watch;20250604122836+0200;94;0;Awake;
Apple Watch;20250604122837+0200;93;0;Awake;
Apple Watch;20250604122846+0200;97;0;Awake;
Apple Watch;20250604122850+0200;93;0;Awake;
Apple Watch;20250604122852+0200;94;0;Awake;
Apple Watch;20250604122901+0200;102;0;Awake;
Apple Watch;20250604122903+0200;100;0;Awake;
Apple Watch;20250604122911+0200;81;0;Awake;
Apple Watch;20250604122915+0200;77;0;Awake;
Apple Watch;20250604122921+0200;71;0;Awake;
Apple Watch;20250604122924+0200;70;0;Awake;
Apple Watch;20250604122930+0200;69;0;Awake;
Apple Watch;20250604122934+0200;69;0;Awake;
Apple Watch;20250604122937+0200;70;0;Awake;
Apple Watch;20250604122945+0200;74;0;Awake;
Apple Watch;20250604122951+0200;73;0;Awake;
Apple Watch;20250604122954+0200;74;0;Awake;
Apple Watch;20250604122959+0200;74;0;Awake;
Apple Watch;20250604123002+0200;73;0;Awake;
Apple Watch;20250604123011+0200;72;0;Awake;
Apple Watch;20250604123016+0200;70;0;Awake;
Apple Watch;20250604123021+0200;69;0;Awake;
Apple Watch;20250604123022+0200;69;0;Awake;
Apple Watch;20250604123029+0200;69;0;Awake;
Apple Watch;20250604123035+0200;68;0;Awake;
Apple Watch;20250604123041+0200;68;0;Awake;
Apple Watch;20250604123043+0200;68;0;Awake;
Apple Watch;20250604123047+0200;69;0;Awake;
Apple Watch;20250604123056+0200;69;0;Awake;
Apple Watch;20250604123101+0200;70;0;Awake;
Apple Watch;20250604123105+0200;69;0;Awake;
Apple Watch;20250604123107+0200;68;0;Awake;
Apple Watch;20250604123116+0200;69;0;Awake;
Apple Watch;20250604123117+0200;69;0;Awake;
Apple Watch;20250604123125+0200;68;0;Awake;
Apple Watch;20250604123131+0200;67;0;Awake;
Apple Watch;20250604123132+0200;67;0;Awake;
Apple Watch;20250604123137+0200;68;0;Awake;
Apple Watch;20250604123144+0200;66;0;Awake;
Apple Watch;20250604123151+0200;66;0;Awake;
Apple Watch;20250604123156+0200;67;0;Awake;
Apple Watch;20250604123159+0200;68;0;Awake;
Apple Watch;20250604123204+0200;68;0;Awake;
Apple Watch;20250604123210+0200;69;0;Awake;
Apple Watch;20250604123212+0200;69;0;Awake;
Apple Watch;20250604123217+0200;68;0;Awake;
Apple Watch;20250604123224+0200;67;0;Awake;
Apple Watch;20250604123227+0200;67;0;Awake;
Apple Watch;20250604123233+0200;67;0;Awake;
Apple Watch;20250604123240+0200;66;0;Awake;
Apple Watch;20250604123246+0200;67;0;Awake;
Apple Watch;20250604123247+0200;67;0;Awake;
Apple Watch;20250604123255+0200;66;0;Awake;
Apple Watch;20250604123300+0200;66;0;Awake;
Apple Watch;20250604123305+0200;66;0;Awake;
Apple Watch;20250604123311+0200;66;0;Awake;
Apple Watch;20250604123316+0200;66;0;Awake;
Apple Watch;20250604123317+0200;66;0;Awake;
Apple Watch;20250604123325+0200;66;0;Awake;
Apple Watch;20250604123327+0200;66;0;Awake;
Apple Watch;20250604123334+0200;66;0;Awake;
Apple Watch;20250604123341+0200;64;0;Awake;
Apple Watch;20250604123342+0200;64;0;Awake;
Apple Watch;20250604123348+0200;64;0;Awake;
Apple Watch;20250604123354+0200;65;0;Awake;
Apple Watch;20250604123400+0200;65;0;Awake;
Apple Watch;20250604123406+0200;64;0;Awake;
Apple Watch;20250604123408+0200;64;0;Awake;
Apple Watch;20250604123415+0200;65;0;Awake;
Apple Watch;20250604123419+0200;65;0;Awake;
Apple Watch;20250604123423+0200;65;0;Awake;
Apple Watch;20250604123430+0200;64;0;Awake;
Apple Watch;20250604123432+0200;64;0;Awake;
Apple Watch;20250604123441+0200;67;0;Awake;
Apple Watch;20250604123444+0200;66;0;Awake;
Apple Watch;20250604123451+0200;65;0;Awake;
Apple Watch;20250604123452+0200;65;0;Awake;
Apple Watch;20250604123458+0200;64;0;Awake;
Apple Watch;20250604123504+0200;66;0;Awake;
Apple Watch;20250604123509+0200;67;0;Awake;
Apple Watch;20250604123512+0200;68;0;Awake;
Apple Watch;20250604123519+0200;67;0;Awake;
Apple Watch;20250604123524+0200;65;0;Awake;
Apple Watch;20250604123531+0200;64;0;Awake;
Apple Watch;20250604123532+0200;64;0;Awake;
Apple Watch;20250604123541+0200;64;0;Awake;
Apple Watch;20250604123546+0200;63;0;Awake;
Apple Watch;20250604123551+0200;62;0;Awake;
Apple Watch;20250604123556+0200;62;0;Awake;
Apple Watch;20250604123600+0200;61;0;Awake;
Apple Watch;20250604123602+0200;62;0;Awake;
Apple Watch;20250604123609+0200;67;0;Awake;
Apple Watch;20250604123616+0200;67;0;Awake;
Apple Watch;20250604123850+0200;62;1;Awake;
Apple Watch;20250604124252+0200;58;1;Awake;
